  -0.06350,   0.08268,   0.14691,  -0.15431,  -0.03692,   0.16241,  -0.03914,  -0.18532,   0.11590,  -0.12552
  -0.12773,   0.11590,  -0.03471,   0.04503,   0.05610,   0.06053,   0.05832,  -0.01477,  -0.04135,   0.01402
  -0.01920,   0.00516,  -0.07014,  -0.14102,   0.15356,  -0.22297,  -0.14323,   0.07382,   0.11590,   0.06718
   0.16684,  -0.19418,   0.01402,   0.01180,   0.00516,  -0.09451,  -0.20304,  -0.04135,   0.11590,   0.12476
  -0.06350,   0.10040,  -0.01477,  -0.14545,  -0.02806,   0.05832,  -0.00370,  -0.14766,  -0.09894,  -0.04357
  -0.13659,   0.15134,   0.14913,   0.15356,   0.17349,  -0.22297,   0.09597,  -0.08786,  -0.06793,  -0.05907
   0.11590,  -0.07014,  -0.11223,  -0.17203,   0.12919,   0.16241,   0.00516,   0.01845,  -0.06571,   0.07825
  -0.11887,   0.09375,  -0.15652,   0.15798,   0.06053,  -0.05464,  -0.27170,   0.04503,  -0.18753,   0.01845
  -0.06793,  -0.03028,   0.03395,  -0.04578,   0.01845,  -0.09894,  -0.02142,   0.05832,   0.02731,   0.07382
  -0.12773,   0.01180,   0.21557,  -0.07457,  -0.12552,  -0.11887,   0.09597,   0.12919,   0.03395,  -0.14766
   0.09154,   0.14027,   0.01180,  -0.02585,   0.17792,  -0.29163,  -0.02806,  -0.06350,   0.15577,  -0.11223
  -0.00813,  -0.19196,  -0.05243,   0.02066,   0.07825,   0.13362,   0.01845,  -0.11444,   0.04281,   0.05167
  -0.01477,  -0.05686,   0.14027,  -0.07236,   0.17792,  -0.03471,   0.15356,   0.08268,  -0.29606,  -0.16538
   0.07382,   0.03617,  -0.03692,  -0.22297,   0.06496,   0.06496,   0.13141,  -0.13438,   0.00959,  -0.02363
