  -0.03737,  -0.04357,  -0.06837,  -0.21408,   0.01533,   0.05254,  -0.21098,  -0.07147,  -0.00947,  -0.16757,   0.08664,  -0.01567,  -0.10557,   0.08354,   0.05254,   0.06804
   0.12074,  -0.01257,  -0.02497,  -0.05907,  -0.14897,   0.06804,  -0.28228,   0.02463,  -0.04357,  -0.09937,   0.16414,  -0.02807,  -0.03737,   0.10834,   0.07734,   0.01223
   0.20444,   0.02463,  -0.11177,   0.14554,  -0.05907,  -0.23268,   0.02463,  -0.13657,  -0.01257,   0.06804,  -0.02187,  -0.16757,  -0.08387,   0.17964,   0.12074,   0.02463
  -0.00637,   0.06494,   0.13934,   0.02773,  -0.10247,  -0.00327,  -0.01877,  -0.05597,   0.06804,  -0.05597,   0.04634,  -0.13967,  -0.07147,   0.10834,  -0.04357,  -0.04357
   0.05254,  -0.10247,   0.00913,   0.20134,  -0.08697,   0.00913,  -0.08387,   0.04013,  -0.07767,  -0.16757,   0.07424,   0.03703,  -0.08697,   0.11454,  -0.12727,  -0.03427
   0.18274,  -0.12727,  -0.20788,   0.11764,  -0.08077,  -0.15207,  -0.26058,  -0.15827,  -0.18308,   0.07424,   0.15174,  -0.09317,  -0.00947,   0.24474,  -0.12727,  -0.00327
  -0.00327,  -0.05597,  -0.07767,   0.01843,  -0.22958,  -0.07457,  -0.11177,  -0.07147,  -0.07457,  -0.00637,   0.03393,  -0.31948,  -0.05907,   0.11764,   0.00603,   0.14864
  -0.04667,  -0.10247,  -0.20168,   0.14864,  -0.25438,  -0.10247,  -0.25438,   0.07734,  -0.10247,   0.07734,  -0.09007,  -0.06527,   0.03083,   0.17964,  -0.09007,   0.05564
  -0.00017,  -0.04977,   0.07114,  -0.18618,   0.03083,   0.03083,  -0.16757,  -0.08387,   0.03083,  -0.12727,   0.08974,  -0.10557,  -0.11487,   0.16724,   0.07114,   0.08974
   0.12694,  -0.09627,   0.01533,  -0.07457,  -0.17067,   0.05564,  -0.20788,   0.11144,  -0.04357,   0.01223,  -0.03117,  -0.20478,  -0.20168,   0.00603,   0.13314,   0.14244
   0.09284,  -0.18928,   0.08974,   0.03083,  -0.11487,   0.16414,  -0.21718,   0.12384,   0.00913,   0.05254,   0.04013,  -0.03427,  -0.06527,   0.17344,   0.14554,   0.01533
  -0.04357,  -0.10557,  -0.00327,   0.12074,   0.13004,  -0.05597,  -0.24198,  -0.03117,  -0.01877,  -0.11177,   0.07424,  -0.04667,  -0.18618,   0.12074,  -0.03737,  -0.08387
   0.08044,   0.02773,   0.13004,  -0.00637,  -0.00327,   0.09904,  -0.26058,  -0.04667,  -0.05287,   0.04013,   0.13934,  -0.00947,  -0.23888,   0.15484,  -0.08387,   0.00603
   0.09594,  -0.03737,   0.08664,   0.09594,  -0.26368,   0.02773,  -0.00947,   0.00913,  -0.04977,  -0.14587,   0.04634,  -0.16447,  -0.11487,   0.14244,  -0.11487,   0.05254
   0.17034,  -0.07457,  -0.03737,   0.17034,  -0.19238,  -0.08697,  -0.19548,   0.01843,  -0.02497,   0.00603,   0.12074,  -0.04047,  -0.19238,   0.02153,  -0.15827,   0.06184
   0.13314,  -0.01257,  -0.22648,   0.18894,  -0.14277,  -0.22648,  -0.22958,  -0.10867,  -0.22648,  -0.00017,   0.05254,  -0.27918,   0.06494,   0.16104,  -0.00017,  -0.03737
   0.07114,  -0.10557,  -0.19238,   0.08974,  -0.21408,  -0.14277,  -0.03427,   0.04323,  -0.03117,   0.05254,   0.06184,  -0.15207,   0.00603,   0.14244,   0.03393,   0.13004
  -0.07457,   0.11764,  -0.12107,  -0.07147,  -0.08697,   0.05254,  -0.03737,  -0.07457,  -0.13657,   0.06494,  -0.19548,   0.05564,  -0.04667,   0.08044,  -0.08697,   0.21374
